フォルダ名,科目コード,科目名,対象学年,クラスコード,講義室,開講学期,曜日・時限,単位区分,単位数
工学部,P2001000,微分積分２及び演習,1年・2年・3年・4年,41,Ｇ２３１０,後期,火Ⅰ・火Ⅱ,選択,3
工学部,P2001000,微分積分２及び演習,2年・3年・4年,再履１,Ｇ２２０８,前期,木Ⅴ・木Ⅵ,選択,3
工学部,P2002000,微分方程式,2年・3年・4年,X1,Ｇ１５２,後期,木Ⅳ,選択,2
工学部,P2003000,確率・統計,3年・4年,X1,Ｇ２３１０,前期,月Ⅲ,選択,2
工学部,P2004000,物理学（電磁気学）,2年・3年・4年,X1,Ｇ２５２,前期,金Ⅱ,選択,2
工学部,P2005000,創造リサーチセミナー,1年・2年・3年・4年,X1,１３－３０１,後期,月Ⅲ,選択,1
工学部,P2006000,創造デザインセミナー,2年・3年・4年,X1,１３－３０１,前期,木Ⅱ,選択,1
工学部,P2007000,材料工学,1年・2年・3年・4年,X1,Ｇ２３１１,後期,火Ⅳ,選択,2
工学部,P2008000,電気工学,1年・2年・3年・4年,X1,Ｇ２５２,後期,水Ⅱ,選択,2
工学部,P2009000,応用材料力学,2年・3年,X1,Ｇ２２０８,後期,木Ⅲ,選択,2
工学部,P2010000,機械要素設計,2年・3年・4年,X1,１－５０２,後期,水Ⅳ,選択,2
工学部,P2011000,電子回路,2年・3年・4年,X1,Ｇ２５２,後期,木Ⅱ,選択,2
工学部,P2012000,制御工学応用,3年・4年,X1,１２－２０１,前期,木Ⅰ,選択,2
工学部,P2013000,計測工学,3年・4年,X1,Ｇ２３１０,前期,木Ⅱ,選択,2
工学部,P2014000,伝熱工学,3年・4年,X1,Ｇ２５２,後期,火Ⅰ,選択,2
工学部,P2015000,センサ・アクチュエータ工学,3年・4年,X1,Ｇ２５０５,後期,木Ⅲ,選択,2
工学部,P2016000,化学,3年・4年,X1,Ｇ２４０７,後期,火Ⅳ,選択,2
工学部,P2017000,数値解析法,3年・4年,X1,１３－２０１,後期,月Ⅱ,選択,2
工学部,P2018000,品質工学,4年,X1,１３－１０１,前期,月Ⅰ,選択,2
工学部,P2022000,自動車工学概論,2年・3年・4年,X1,Ｇ２２１０,後期,月Ⅱ,選択,2
工学部,P2022000,自動車工学概論,2年・3年・4年,Z9,Ｇ２２１０,後期,月Ⅱ,選択,2
工学部,P2023000,航空宇宙工学概論,2年・3年・4年,X1,１３－１０１,後期,火Ⅱ,選択,2
工学部,P2023000,航空宇宙工学概論,2年・3年・4年,Z9,１３－１０１,後期,火Ⅱ,,
工学部,P2025000,航空構造力学,3年・4年,X1,１３－２０１,前期,木Ⅳ,選択,2
工学部,P2026000,カーエレクトロニクス,3年・4年,X1,１３－３０１,後期,月Ⅳ,選択,2
工学部,P2027000,空気力学,3年・4年,X1,Ｇ２５１,後期,火Ⅱ,選択,2
工学部,P2028000,ロケット工学,4年,X1,１３－２０１,前期,火Ⅱ,選択,2
工学部,P2029000,ロボット工学概論,2年・3年・4年,X1,１３－１０１,後期,火Ⅰ,選択,2
工学部,P2030000,ディジタル回路,3年・4年,X1,１３－３０１,前期,木Ⅲ,選択,2
工学部,P2031000,ロボット運動学,3年・4年,X1,Ｇ２１１０,前期,水Ⅲ,選択,2
工学部,P2032000,ロボット制御,3年・4年,X1,１３－２０１,後期,木Ⅱ,選択,2
工学部,P2033000,マイコンプログラミング,3年・4年,11,マイコン室１,通年,月Ⅰ・月Ⅳ,選択,2
工学部,P2033000,マイコンプログラミング,3年・4年,21,マイコン室１,通年,月Ⅰ・月Ⅳ,選択,2
工学部,P2035000,情報処理,4年,X1,１３－３０１,前期,木Ⅳ,選択,2
工学部,P2036000,職業指導,4年,X1,Ｇ２３１１,前期,金Ⅳ,選択,2
工学部,P2044000,アドバンスエンジニア概論,1年・2年・3年・4年,X1,１３－１０１,後期,木Ⅲ,選択,2
工学部,P2045000,アドバンスエンジニアリング英語１,2年・3年・4年,X1,Ｇ３４０３,前期,木Ⅰ,選択,2
工学部,P2046000,アドバンスエンジニアリング英語２,2年・3年・4年,X1,１３－３０１,後期,金Ⅰ,選択,2
工学部,P2047000,アドバンスエンジニアリング１,3年・4年,X1,１３－２０１,前期,金Ⅱ,選択,2
工学部,P2048000,アドバンスエンジニアリング２,3年・4年,X1,１３－４０１,後期,水Ⅱ,選択,2
工学部,P2049000,プロフェッショナルエンジニアリング１,4年,X1,１３－２０１,前期,金Ⅰ,選択,2
工学部,P2050000,プロフェッショナルエンジニアリング２,4年,X1,１３－４０１,後期,木Ⅴ,選択,2
工学部,P2051000,自動車構造力学,3年・4年,X1,１３－１０１,前期,水Ⅱ,選択,2
工学部,P2052000,先進自動車論,4年,X1,１３－３０１,前期,水Ⅲ,選択,2
工学部,P2053000,ヒューマンロボットインタラクション,4年,X1,マイコン室２,前期,月Ⅲ,選択,2
工学部,P2054000,生体工学,4年,X1,１３－３０１,前期,水Ⅳ,選択,2
工学部,P2055000,機械創造セミナー,1年・2年・3年・4年,X1,１３－２０１,前期,水Ⅱ,選択,1
工学部,P2056000,技術者倫理,1年・2年・3年・4年,X1,Ｇ２２０８,前期,月Ⅲ,選択,2
工学部,P2057000,コンピュータリテラシ,1年・2年・3年・4年,X1,セ－実習室１,前期,月Ⅰ,選択,2
工学部,P2059000,インターンシップ,1年・2年・3年・4年,X1,,後期,集中,選択,2
工学部,S0204000,キャリア意識形成,2年,X1,Ｇ３４０３,前期,月Ⅱ,選択,2
工学部,S0205000,現代社会と倫理,3年・4年,X1,１－３０３,後期,金Ⅳ,選択,2
工学部,S0207000,キャリアデザイン,3年・4年,11,Ｇ２４０９,前期,火Ⅳ,選択,2
工学部,S0207000,キャリアデザイン,3年・4年,21,Ｇ２５０５,前期,火Ⅳ,選択,2
工学部,S1001000,線形代数１,1年・2年・3年・4年,11,Ｇ２５０６,前期,水Ⅳ,必修,2
工学部,S1001000,線形代数１,1年・2年・3年・4年,21,Ｇ２５０５,前期,水Ⅳ,必修,2
工学部,S1002000,線形代数２,1年・2年・3年・4年,11,Ｇ２５０７,後期,水Ⅳ,必修,2
工学部,S1002000,線形代数２,1年・2年・3年・4年,21,Ｇ２５０６,後期,水Ⅳ,必修,2
工学部,S1003000,微分積分１及び演習,1年,11,Ｇ１５２,前期,火Ⅲ・火Ⅳ,必修,3
工学部,S1003000,微分積分１及び演習,1年・2年・3年・4年,21,Ｇ２５０６,前期,火Ⅲ・火Ⅳ,必修,3
工学部,S1003000,微分積分１及び演習,1年・2年・3年・4年,再履１,Ｇ２２０８,後期,水Ⅴ・水Ⅵ,必修,3
工学部,S1003000,微分積分１及び演習,1年・2年・3年・4年,再履２,Ｇ２２０８,後期,木Ⅴ・木Ⅵ,必修,3
工学部,S1004000,物理学（力学）,1年,11,Ｇ２２０８,後期,火Ⅱ,必修,2
工学部,S1004000,物理学（力学）,1年・2年・3年・4年,21,Ｇ２４０８,後期,火Ⅱ,必修,2
工学部,S1004000,物理学（力学）,2年・3年・4年,再履１,Ｇ２２０９,前期,木Ⅴ,必修,2
工学部,S1004000,物理学（力学）,2年・3年・4年,再履２,Ｇ２２０８,前期,火Ⅴ,必修,2
工学部,S1004000,物理学（力学）,1年・2年・3年・4年,再履３,Ｇ２２０８,後期,火Ⅴ,必修,2
工学部,S1005000,物理学（波動）,2年・3年・4年,X1,１－３０３,前期,金Ⅰ,必修,2
工学部,S1005000,物理学（波動）,2年・3年・4年,再履１,Ｇ２２０９,後期,木Ⅴ,必修,2
工学部,S1006000,物理実験,2年・3年・4年,X1,10号６・７Ｆ,前期,金Ⅲ・金Ⅳ,必修,2
工学部,S1007000,情報処理演習,3年・4年,X1,情教実習室Ｂ,前期,金Ⅲ・金Ⅳ,必修,2
工学部,S1008000,構造実験,3年・4年,X1,７－２０１・７－２０３,通年,水Ⅲ・水Ⅳ,必修,1
工学部,S1009000,水理実験,3年・4年,X1,７－２０５,通年,水Ⅲ・水Ⅳ,必修,1
工学部,S1010000,土質実験,3年・4年,X1,７－２０１・７－２０３,通年,水Ⅲ・水Ⅳ,必修,1
工学部,S1011000,材料実験,3年・4年,X1,７－２０１・７－２０３,通年,水Ⅲ・水Ⅳ,必修,1
工学部,S1012000,防災実習,3年・4年,X1,７－２０１・７－２０３,通年,水Ⅲ・水Ⅳ,必修,1
工学部,S1013000,卒業研究,4年,X1,,通年,時間外,必修,4
工学部,S1014000,測量学,1年・2年・3年・4年,X1,Ｇ２１１０,前期,月Ⅰ,必修,2
工学部,S1015000,測量実習,1年・2年・3年・4年,X1,７－２０６,前期,月Ⅲ・月Ⅳ,必修,2
工学部,S1016000,防災工学,2年・3年・4年,X1,１－５０２,前期,木Ⅳ,必修,2
工学部,S1017000,設計製図,3年・4年,X1,７－２０５,後期,木Ⅲ・木Ⅳ,必修,2
工学部,S1018000,コンクリート工学１,2年・3年・4年,X1,Ｇ２２１０,前期,水Ⅰ,必修,2
工学部,S1019000,構造力学１及び演習,1年・2年・3年・4年,X1,Ｇ２１１０,後期,月Ⅰ・木Ⅰ,必修,3
工学部,S1019000,構造力学１及び演習,2年・3年・4年,再履１,７－２０５,前期,月Ⅴ・月Ⅵ,必修,3
工学部,S1020000,構造力学２及び演習,2年・3年・4年,X1,Ｇ２１１０,前期,火Ⅲ・金Ⅱ,必修,3
工学部,S1020000,構造力学２及び演習,2年・3年・4年,再履１,７－２０５,後期,火Ⅴ・火Ⅵ,必修,3
工学部,S1021000,構造力学３及び演習,2年・3年・4年,X1,Ｇ２１１０・Ｇ２２１０,後期,火Ⅰ・金Ⅰ,必修,3
工学部,S1021000,構造力学３及び演習,3年・4年,再履１,７－２０５,前期,水Ⅴ・水Ⅵ,必修,3
工学部,S1022000,鉄筋コンクリート構造１,3年・4年,再履１,Ｇ２１１０,前期,火Ⅱ,必修,2
工学部,S1023000,水文学,3年・4年,X1,Ｇ２１１０,前期,木Ⅱ,必修,2
工学部,S1024000,水理学１及び演習,1年・2年・3年・4年,X1,Ｇ２１１０・Ｇ２２１０,後期,水Ⅰ・金Ⅲ,必修,3
工学部,S1024000,水理学１及び演習,2年・3年・4年,再履１,７－２０５,前期,金Ⅴ・金Ⅵ,必修,3
工学部,S1026000,土質力学１,3年・4年,再履１,７－２０２,前期,金Ⅴ,必修,2
工学部,S1027000,土質力学２,3年・4年,再履１,７－２０５,後期,金Ⅴ,必修,2
工学部,S1028000,土木計画学,2年・3年・4年,X1,Ｇ２１１０,前期,月Ⅳ,必修,2
工学部,S1028000,土木計画学,3年・4年,再履１,７－２０１,前期,水Ⅴ,必修,2
工学部,S1029000,建設総合実習,1年・2年・3年・4年,X1,,通年,時間外,必修,1
工学部,S1029000,建設総合実習,2年・3年・4年,X2,,通年,時間外,,
工学部,S1030000,セミナー人と自然,2年・3年・4年,X1,Ｇ２２１０・１－４０１・７－２０２,通年,水Ⅰ・水Ⅱ・金Ⅳ,必修,1
工学部,S1031000,セミナー人と技術,3年・4年,X1,１－３０３・１－５０１,通年,月Ⅲ・月Ⅳ・火Ⅲ,必修,1
工学部,S1032000,材料力学,1年,X1,Ｇ２１１０,前期,木Ⅳ,必修,2
工学部,S1032000,材料力学,1年,再履１,７－２０６,後期,月Ⅴ,必修,2
工学部,S1032000,材料力学,2年・3年・4年,再履２,７－２０１,前期,火Ⅴ,必修,2
工学部,S1033000,土質力学１及び演習,1年・2年・3年・4年,X1,Ｇ２２１０,後期,木Ⅲ・木Ⅳ,必修,3
工学部,S1034000,水理学２及び演習,2年・3年,X1,Ｇ２１１０・Ｇ１５１,前期,火Ⅱ・火Ⅳ,必修,3
工学部,S1034000,水理学２及び演習,2年・3年,再履１,７－２０１,後期,水Ⅴ・水Ⅵ,必修,3
工学部,S1035000,土質力学２及び演習,2年・3年,X1,Ｇ２２１０,前期,木Ⅰ・木Ⅱ,必修,3
工学部,S1035000,土質力学２及び演習,2年・3年,再履１,７－２０３,後期,金Ⅴ・金Ⅵ,必修,3
工学部,S1036000,土質力学３及び演習,2年・3年,X1,１－５０２,後期,金Ⅱ・金Ⅲ,必修,3
工学部,S1037000,鉄筋コンクリート構造１及び演習,3年,X1,Ｇ２１１０,前期,火Ⅱ・金Ⅰ,必修,3
工学部,S1038000,データサイエンス基礎数理,1年・2年,11,Ｇ３５０４,前期,木Ⅲ,必修,2
工学部,S1038000,データサイエンス基礎数理,1年・2年,21,Ｇ３３０２,前期,木Ⅲ,必修,2
工学部,S1039000,土木工学セミナー,1年・2年・3年・4年,X1,Ｇ２１１０・１－５０２・７－２０６,通年,月Ⅱ・火Ⅱ・金Ⅲ,必修,1
工学部,S1040000,建設基礎数学,1年・2年・3年・4年,X1,Ｇ２１１０,前期,水Ⅰ,必修,2
工学部,S1040000,建設基礎数学,1年・2年・3年・4年,再履１,７－２０１,後期,金Ⅴ,必修,2
工学部,S2001000,微分積分２及び演習,1年,11,Ｇ２２０８,後期,火Ⅲ・火Ⅳ,選択,3
工学部,S2001000,微分積分２及び演習,1年・2年・3年・4年,21,Ｇ２２０９,後期,火Ⅲ・火Ⅳ,選択,3
工学部,S2001000,微分積分２及び演習,2年・3年・4年,再履１,Ｇ２２０８,前期,木Ⅴ・木Ⅵ,選択,3
工学部,S2002000,微分方程式,2年・3年・4年,X1,Ｇ２４０７,後期,水Ⅱ,選択,2
工学部,S2003000,確率・統計,2年・3年・4年,X1,Ｇ２４０８,後期,月Ⅲ,選択,2
工学部,S2004000,物理学（電磁気学）,2年・3年・4年,X1,１－５０２,後期,月Ⅱ,選択,2
工学部,S2005000,化学１,1年・2年・3年・4年,X1,１－３０３,前期,火Ⅴ,選択,2
工学部,S2006000,化学２,1年・2年・3年・4年,X1,Ｇ３５０４,後期,水Ⅱ,選択,2
工学部,S2007000,職業指導,4年,X1,Ｇ１５１,後期,木Ⅳ,選択,2
工学部,S2008000,情報数学,2年・3年・4年,X1,セ－実習室１,後期,木Ⅳ,選択,2
工学部,S2011000,生態工学,2年・3年・4年,X1,７－２０６,後期,木Ⅱ,選択,2
工学部,S2013000,応用測量学及び演習,1年・2年・3年・4年,X1,Ｇ２２１０,後期,月Ⅲ・月Ⅳ,選択,3
工学部,S2014000,都市計画,3年・4年,X1,７－２０１,前期,火Ⅲ,選択,2
工学部,S2015000,地震工学,3年・4年,X1,７－２０１,前期,水Ⅰ,選択,2
工学部,S2017000,コンクリート工学２,2年・3年・4年,X1,７－２０３,後期,木Ⅰ,選択,2
工学部,S2018000,耐震工学,3年・4年,X1,７－２０５,前期,火Ⅰ,選択,2
工学部,S2019000,鉄筋コンクリート構造１演習,3年・4年,再履１,Ｇ２１１０,前期,金Ⅰ,選択,1
工学部,S2020000,鉄筋コンクリート構造２,3年・4年,X1,７－２０３,後期,月Ⅰ,選択,2
工学部,S2021000,鋼構造学,3年,X1,７－２０５,前期,木Ⅳ,選択,2
工学部,S2021000,鋼構造学,4年,X2,７－２０５,前期,木Ⅳ,選択,2
工学部,S2023000,河川工学,3年・4年,X1,Ｇ２１１０,後期,木Ⅱ,選択,2
工学部,S2024000,海岸・津波工学,3年,X1,７－２０２,前期,月Ⅱ,選択,2
工学部,S2024000,海岸・津波工学,4年,X2,７－２０２,前期,月Ⅱ,選択,2
工学部,S2027000,地盤工学１,3年・4年,再履１,７－２０６,前期,木Ⅲ,選択,2
工学部,S2028000,地盤工学２,4年,X1,７－２０６,前期,木Ⅲ,選択,2
工学部,S2029000,交通工学,2年・3年・4年,X1,７－２０１,後期,火Ⅲ,選択,2
工学部,S2030000,維持管理工学,3年,X1,７－２０５,後期,火Ⅱ,選択,2
工学部,S2030000,維持管理工学,4年,X2,７－２０５,後期,火Ⅱ,選択,2
工学部,S2031000,建設行政,3年・4年,X1,７－２０６,後期,木Ⅰ,選択,2
工学部,S2032000,橋梁工学,3年,X1,７－２０６,後期,金Ⅲ,選択,2
工学部,S2032000,橋梁工学,4年,X2,７－２０６,後期,金Ⅲ,選択,2
工学部,S2033000,防災地質学,2年・3年・4年,X1,１－３０３,後期,火Ⅱ,選択,2
工学部,S2034000,土木施工,3年・4年,X1,７－２０１,後期,月Ⅱ,選択,2
工学部,S2035000,学外協働実習,1年・2年・3年・4年,X1,,前期,集中,選択,1
工学部,S2039000,工学基礎数理,2年・3年・4年,再履１,Ｇ２３１０,前期,火Ⅴ,選択,2
工学部,S2040000,環境アセスメント,2年・3年,X1,Ｇ２３１１,前期,火Ⅰ,選択,2
工学部,S2041000,地盤工学,3年,X1,７－２０６,前期,木Ⅲ,選択,2
工学部,S2042000,ランドスケープデザイン,2年・3年・4年,X1,Ｇ１５２,前期,月Ⅲ,選択,2
工学部,S2043000,環境工学,2年・3年・4年,X1,７－２０６,後期,月Ⅱ,選択,2
工学部,S2044000,生物学・生態学,1年・2年・3年・4年,X1,Ｇ２２１０,前期,水Ⅱ,選択,2
工学部,S2045000,環境実習,3年・4年,X1,７－２０１・７－２０３,通年,水Ⅲ・水Ⅳ,選択,1
工学部,S2046000,情報リテラシ,1年・2年・3年・4年,X1,Ｇ２２１０,前期,月Ⅱ,選択,2
工学部,S2050000,インターンシップ,1年・2年・3年・4年,X1,,後期,集中,選択,2
工学部,V0103000,プログラミング１及び演習,2年・3年・4年,再履１,ＥＲ２２２・情教実習室,前期,月Ⅲ・月Ⅳ,必修,3
工学部,V0201000,技術者倫理,4年,X1,Ｇ２５０６,前期,月Ⅳ,選択,2
工学部,V0203000,キャリア意識形成,2年,12,１２－３０３,前期,木Ⅳ,選択,2
工学部,V0203000,キャリア意識形成,2年,22,１２－２０１,後期,木Ⅳ,選択,2
工学部,V0208000,キャリアデザイン,3年・4年,11,Ｇ３３０２,後期,月Ⅲ,選択,2
工学部,V0208000,キャリアデザイン,3年・4年,21,Ｇ３３０３,後期,月Ⅲ,選択,2
工学部,V1001000,線形代数１,1年・2年・3年・4年,11,Ｇ２３１０,前期,月Ⅰ,必修,2
工学部,V1001000,線形代数１,1年・2年・3年・4年,21,Ｇ２３１１,前期,月Ⅰ,必修,2
工学部,V1002000,線形代数２,1年・2年・3年・4年,11,Ｇ２３１０,後期,月Ⅰ,必修,2
工学部,V1002000,線形代数２,1年・2年・3年・4年,21,Ｇ２３１１,後期,月Ⅰ,必修,2
工学部,V1003000,微分積分１及び演習,1年,11,１－４０１,前期,木Ⅰ・木Ⅱ,必修,3
工学部,V1003000,微分積分１及び演習,1年・2年・3年・4年,21,Ｇ３３０３,前期,木Ⅰ・木Ⅱ,必修,3
工学部,V1003000,微分積分１及び演習,1年・2年・3年・4年,再履１,Ｇ２２０８,後期,水Ⅴ・水Ⅵ,必修,3
工学部,V1003000,微分積分１及び演習,1年・2年・3年・4年,再履２,Ｇ２２０８,後期,木Ⅴ・木Ⅵ,必修,3
工学部,V1007000,物理学（力学）,1年,11,Ｇ２２０９,後期,火Ⅰ,必修,2
工学部,V1007000,物理学（力学）,1年・2年・3年・4年,21,Ｇ２２０９,後期,火Ⅱ,必修,2
工学部,V1007000,物理学（力学）,2年・3年・4年,再履１,Ｇ２２０９,前期,木Ⅴ,必修,2
工学部,V1007000,物理学（力学）,2年・3年・4年,再履２,Ｇ２２０８,前期,火Ⅴ,必修,2
工学部,V1007000,物理学（力学）,1年・2年・3年・4年,再履３,Ｇ２２０８,後期,火Ⅴ,必修,2
工学部,V1009000,物理実験,2年・3年・4年,X1,10号６・７Ｆ,後期,水Ⅲ・水Ⅳ,必修,2
工学部,V1010000,プログラミング１及び演習,1年,11,ＥＲ２２２・情教実習室,前期,月Ⅱ・月Ⅲ,必修,3
工学部,V1010000,プログラミング１及び演習,1年,21,ＥＲ２２２・情教実習室,前期,月Ⅲ・月Ⅳ,必修,3
工学部,V1011000,プログラミング２及び演習,1年,11,ＥＲ２２２・情教実習室,後期,月Ⅱ・月Ⅲ,必修,3
工学部,V1011000,プログラミング２及び演習,1年,21,ＥＲ２２２・情教実習室,後期,月Ⅲ・月Ⅳ,必修,3
工学部,V1011000,プログラミング２及び演習,2年・3年・4年,再履１,ＥＲ２２２・情教実習室,後期,月Ⅲ・月Ⅳ,必修,3
工学部,V1012000,電気磁気学１及び演習,1年,11,８－２０５,後期,水Ⅰ・水Ⅱ,必修,3
工学部,V1012000,電気磁気学１及び演習,1年,21,ＥＲ２２２,後期,水Ⅰ・水Ⅱ,必修,3
工学部,V1012000,電気磁気学１及び演習,2年・3年・4年,再履１,８－２０５,後期,水Ⅰ・水Ⅱ,必修,3
工学部,V1012000,電気磁気学１及び演習,2年・3年・4年,再履２,ＥＲ２２２,後期,水Ⅰ・水Ⅱ,必修,3
工学部,V1013000,電気磁気学２及び演習,2年,11,ＥＲ２２２,前期,金Ⅰ・金Ⅱ,必修,3
工学部,V1013000,電気磁気学２及び演習,2年,21,８－２０５,前期,金Ⅰ・金Ⅱ,必修,3
工学部,V1013000,電気磁気学２及び演習,3年・4年,再履１,ＥＲ２２２,前期,金Ⅰ・金Ⅱ,必修,3
工学部,V1013000,電気磁気学２及び演習,3年・4年,再履２,８－２０５,前期,金Ⅰ・金Ⅱ,必修,3
工学部,V1014000,電気回路１及び演習,1年,11,ＥＲ２２２,後期,金Ⅰ・金Ⅱ,必修,3
工学部,V1014000,電気回路１及び演習,1年,21,８－２０５,後期,金Ⅰ・金Ⅱ,必修,3
工学部,V1014000,電気回路１及び演習,2年・3年・4年,再履１,ＥＲ２２２,後期,金Ⅰ・金Ⅱ,必修,3
工学部,V1014000,電気回路１及び演習,2年・3年・4年,再履２,８－２０５,後期,金Ⅰ・金Ⅱ,必修,3
工学部,V1015000,電気回路２及び演習,2年,11,ＥＲ２２２,前期,木Ⅰ・木Ⅱ,必修,3
工学部,V1015000,電気回路２及び演習,2年,21,ＥＲ３２２,前期,木Ⅰ・木Ⅱ,必修,3
工学部,V1015000,電気回路２及び演習,3年・4年,再履１,ＥＲ２２２,前期,木Ⅰ・木Ⅱ,必修,3
工学部,V1015000,電気回路２及び演習,3年・4年,再履２,ＥＲ３２２,前期,木Ⅰ・木Ⅱ,必修,3
工学部,V1016000,アナログ回路１,2年,11,ＥＲ２２２,前期,水Ⅲ,必修,2
工学部,V1016000,アナログ回路１,2年,21,８－２０５,前期,水Ⅲ,必修,2
工学部,V1016000,アナログ回路１,3年・4年,再履１,ＥＲ２２２,前期,水Ⅲ,必修,2
工学部,V1016000,アナログ回路１,3年・4年,再履２,８－２０５,前期,水Ⅲ,必修,2
工学部,V1017000,ディジタル回路１,2年,11,ＥＲ２２２,前期,火Ⅱ,必修,2
工学部,V1017000,ディジタル回路１,2年,21,ＥＲ３２２,前期,火Ⅱ,必修,2
工学部,V1017000,ディジタル回路１,3年・4年,再履１,ＥＲ２２２,前期,火Ⅱ,必修,2
工学部,V1017000,ディジタル回路１,3年・4年,再履２,ＥＲ３２２,前期,火Ⅱ,必修,2
工学部,V1018000,電子情報工学実験１,3年・4年,11,ＥＲ３２４,前期,火Ⅲ・火Ⅳ,必修,2
工学部,V1018000,電子情報工学実験１,3年・4年,21,ＥＲ３２４,後期,金Ⅲ・金Ⅳ,必修,2
工学部,V1018000,電子情報工学実験１,3年・4年,31,ＥＲ３２４,前期,金Ⅲ・金Ⅳ,必修,2
工学部,V1018000,電子情報工学実験１,3年・4年,41,ＥＲ３２４,後期,火Ⅲ・火Ⅳ,必修,2
工学部,V1019000,電子情報工学実験２,3年・4年,11,８－３０３,前期,金Ⅲ・金Ⅳ,必修,2
工学部,V1019000,電子情報工学実験２,3年・4年,21,８－３０４,前期,火Ⅲ・火Ⅳ,必修,2
工学部,V1019000,電子情報工学実験２,3年・4年,31,８－３０４,後期,火Ⅲ・火Ⅳ,必修,2
工学部,V1019000,電子情報工学実験２,3年・4年,41,８－３０４,後期,金Ⅲ・金Ⅳ,必修,2
工学部,V1020000,電子情報工学実験３,3年・4年,11,８－１０２,後期,金Ⅲ・金Ⅳ,必修,2
工学部,V1020000,電子情報工学実験３,3年・4年,21,８－１０２,前期,金Ⅲ・金Ⅳ,必修,2
工学部,V1020000,電子情報工学実験３,3年・4年,31,８－１０２,後期,水Ⅰ・水Ⅱ,必修,2
工学部,V1020000,電子情報工学実験３,3年・4年,41,８－１０２,前期,水Ⅰ・水Ⅱ,必修,2
工学部,V1021000,電子情報工学実験４,3年・4年,11,ＥＲ３２３,後期,水Ⅰ・水Ⅱ,必修,2
工学部,V1021000,電子情報工学実験４,3年・4年,21,ＥＲ３２３,前期,水Ⅰ・水Ⅱ,必修,2
工学部,V1021000,電子情報工学実験４,3年・4年,31,ＥＲ３２３,後期,金Ⅲ・金Ⅳ,必修,2
工学部,V1021000,電子情報工学実験４,3年・4年,41,ＥＲ３２３,前期,金Ⅲ・金Ⅳ,必修,2
工学部,V1022000,電子情報工学実験５,3年・4年,11,８－１０４,前期,水Ⅰ・水Ⅱ,必修,2
工学部,V1022000,電子情報工学実験５,3年・4年,21,８－１０４,後期,火Ⅲ・火Ⅳ,必修,2
工学部,V1022000,電子情報工学実験５,3年・4年,31,８－１０４,前期,火Ⅲ・火Ⅳ,必修,2
工学部,V1022000,電子情報工学実験５,3年・4年,41,８－１０４,後期,水Ⅰ・水Ⅱ,必修,2
工学部,V1023000,電子情報工学実験６,3年・4年,11,８－３０３,後期,火Ⅲ・火Ⅳ,必修,2
工学部,V1023000,電子情報工学実験６,3年・4年,21,８－３０３,後期,水Ⅰ・水Ⅱ,必修,2
工学部,V1023000,電子情報工学実験６,3年・4年,31,８－３０３,前期,水Ⅰ・水Ⅱ,必修,2
工学部,V1023000,電子情報工学実験６,3年・4年,41,８－３０３,前期,火Ⅲ・火Ⅳ,必修,2
工学部,V1024000,卒業研究,4年,X1,,通年,時間外,必修,4
工学部,V1025000,データサイエンス基礎数理,1年・2年,11,Ｇ２５１,前期,火Ⅰ,必修,2
工学部,V1025000,データサイエンス基礎数理,1年・2年,21,１－３０３,前期,火Ⅰ,必修,2
工学部,V1026000,電子情報工学セミナー,1年・2年・3年・4年,X1,１２－ゼミ室,通年,水Ⅳ,必修,1
工学部,V2001000,確率・統計,2年・3年・4年,X1,１－５０２,前期,月Ⅱ,選択,2
工学部,V2003000,量子物理,2年・3年・4年,11,Ｇ２４０７,後期,月Ⅰ,選択,2
工学部,V2003000,量子物理,2年・3年・4年,21,Ｇ３４０３,後期,木Ⅰ,選択,2
工学部,V2003000,量子物理,2年・3年・4年,Z9,Ｇ３４０３,後期,木Ⅰ,選択,2
工学部,V2005000,化学,1年・2年・3年・4年,A1,Ｇ１５１,前期,金Ⅳ,選択,2
工学部,V2005000,化学,1年・2年・3年・4年,B1,Ｇ１５１,前期,金Ⅱ,選択,2
工学部,V2006000,プログラミング３,2年・3年・4年,X1,ＥＲ２２２,前期,火Ⅳ,選択,2
工学部,V2008000,電気回路３,2年・3年・4年,11,８－２０３,後期,月Ⅱ,選択,2
工学部,V2008000,電気回路３,2年・3年・4年,21,８－２０３,後期,月Ⅲ,選択,2
工学部,V2009000,アナログ回路２,2年・3年・4年,11,ＥＲ２２２,後期,火Ⅱ,選択,2
工学部,V2009000,アナログ回路２,2年・3年・4年,21,ＥＲ３２２,後期,火Ⅰ,選択,2
工学部,V2010000,ディジタル回路２,2年・3年・4年,X1,１－５０１,後期,金Ⅰ,選択,2
工学部,V2013000,電子デバイス工学,3年・4年,X1,８－２０５,後期,木Ⅰ,選択,2
工学部,V2021000,制御工学,3年・4年,X1,８－２０５,前期,月Ⅱ,選択,2
工学部,V2026000,電磁波工学,4年,X1,ＥＲ３２２,前期,月Ⅲ,選択,2
工学部,V2028000,通信システム１,3年・4年,X1,Ｇ２２１０,前期,火Ⅰ,選択,2
工学部,V2029000,通信システム２,3年・4年,X1,１－４０１,後期,木Ⅲ,選択,2
工学部,V2030000,通信ネットワーク,3年・4年,X1,８－２０５,前期,月Ⅰ,選択,2
工学部,V2031000,電波・通信法規,4年,X1,ＥＲ３２２,前期,月Ⅱ,選択,2
